State,Year,Quarter,Average_pop
NH,2014.0,3.0,151625.0
NH,2014.0,4.0,164957.0
NH,2015.0,1.0,177542.33333333334
NH,2015.0,2.0,181618.0
NH,2015.0,3.0,184398.0
NH,2015.0,4.0,186721.33333333334
NH,2016.0,1.0,191189.0
NH,2016.0,2.0,190214.66666666666
NH,2016.0,3.0,189125.0
NH,2016.0,4.0,203535.66666666666
NH,2017.0,1.0,204552.66666666666
NH,2017.0,2.0,192123.66666666666
NH,2017.0,3.0,190677.0
NH,2017.0,4.0,191069.0
NH,2018.0,1.0,190611.33333333334
NH,2018.0,2.0,188675.0
NH,2018.0,3.0,187126.0
NH,2018.0,4.0,185878.33333333334
NH,2019.0,1.0,184983.33333333334
NH,2019.0,2.0,182051.66666666666
NH,2019.0,3.0,180449.66666666666
NH,2019.0,4.0,180971.66666666666
NH,2020.0,1.0,182648.0
NH,2020.0,2.0,190711.33333333334
NH,2020.0,3.0,198237.0
NH,2020.0,4.0,206438.0
NH,2021.0,1.0,213352.66666666666
NH,2021.0,2.0,217320.0
NH,2021.0,3.0,220918.33333333334
NH,2021.0,4.0,226012.33333333334
NH,2022.0,1.0,229563.66666666666
NH,2022.0,2.0,231079.33333333334
NH,2022.0,3.0,232814.66666666666
NH,2022.0,4.0,235615.33333333334
NH,2023.0,1.0,238673.66666666666
NH,2023.0,2.0,213121.33333333334
NH,2023.0,3.0,188074.33333333334
NH,2023.0,4.0,181613.33333333334
NH,2024.0,1.0,182014.66666666666
NH,2024.0,2.0,181721.0
NH,2024.0,3.0,183146.0
NH,2024.0,4.0,182381.66666666666
NJ,2014.0,1.0,1418654.6666666667
NJ,2014.0,2.0,1518529.3333333333
NJ,2014.0,3.0,1585111.6666666667
NJ,2014.0,4.0,1640356.0
NJ,2015.0,1.0,1702086.6666666667
NJ,2015.0,2.0,1732712.3333333333
NJ,2015.0,3.0,1717624.0
NJ,2015.0,4.0,1695590.3333333333
NJ,2016.0,1.0,1702818.6666666667
NJ,2016.0,2.0,1702209.0
NJ,2016.0,3.0,1696926.3333333333
NJ,2016.0,4.0,1706122.0
NJ,2017.0,1.0,1718031.3333333333
NJ,2017.0,2.0,1707938.0
NJ,2017.0,3.0,1656112.6666666667
NJ,2017.0,4.0,1697427.0
NJ,2018.0,1.0,1696414.0
NJ,2018.0,2.0,1691372.6666666667
NJ,2018.0,3.0,1683237.3333333333
NJ,2018.0,4.0,1661822.3333333333
NJ,2019.0,1.0,1641006.0
NJ,2019.0,2.0,1598102.6666666667
NJ,2019.0,3.0,1612776.6666666667
NJ,2019.0,4.0,1604914.6666666667
NJ,2020.0,1.0,1594089.3333333333
NJ,2020.0,2.0,1643337.0
NJ,2020.0,3.0,1709909.3333333333
NJ,2020.0,4.0,1777972.6666666667
NJ,2021.0,1.0,1831061.0
NJ,2021.0,2.0,1871347.3333333333
NJ,2021.0,3.0,1911291.6666666667
NJ,2021.0,4.0,1950771.6666666667
NJ,2022.0,1.0,1988125.0
NJ,2022.0,2.0,2012417.0
NJ,2022.0,3.0,2037093.6666666667
NJ,2022.0,4.0,2064464.0
NJ,2023.0,1.0,2114591.0
NJ,2023.0,2.0,2152162.0
NJ,2023.0,3.0,2147700.6666666665
NJ,2023.0,4.0,2009489.0
NJ,2024.0,1.0,1912577.6666666667
NJ,2024.0,2.0,1808384.0
NJ,2024.0,3.0,1702937.0
NJ,2024.0,4.0,1684135.0
NM,2014.0,1.0,634002.0
NM,2014.0,2.0,678716.3333333334
NM,2014.0,3.0,719601.0
NM,2014.0,4.0,747771.6666666666
NM,2015.0,1.0,780569.6666666666
NM,2015.0,2.0,800366.3333333334
NM,2015.0,3.0,823341.3333333334
NM,2015.0,4.0,836987.3333333334
NM,2016.0,1.0,853089.0
NM,2016.0,2.0,863801.6666666666
NM,2016.0,3.0,879248.0
NM,2016.0,4.0,881068.3333333334
NM,2017.0,1.0,905957.6666666666
NM,2017.0,2.0,903355.0
NM,2017.0,3.0,876594.3333333334
NM,2017.0,4.0,855981.6666666666
NM,2018.0,1.0,859378.3333333334
NM,2018.0,2.0,848042.0
NM,2018.0,3.0,833604.6666666666
NM,2018.0,4.0,834189.3333333334
NM,2019.0,1.0,835147.3333333334
NM,2019.0,2.0,830416.0
NM,2019.0,3.0,829129.6666666666
NM,2019.0,4.0,831013.3333333334
NM,2020.0,1.0,833443.3333333334
NM,2020.0,2.0,855199.3333333334
NM,2020.0,3.0,880175.3333333334
NM,2020.0,4.0,901119.3333333334
NM,2021.0,1.0,918920.3333333334
NM,2021.0,2.0,930261.0
NM,2021.0,3.0,943103.6666666666
NM,2021.0,4.0,951273.3333333334
NM,2022.0,1.0,965309.0
NM,2022.0,2.0,972625.6666666666
NM,2022.0,3.0,982044.6666666666
NM,2022.0,4.0,986869.3333333334
NM,2023.0,1.0,994323.0
NM,2023.0,2.0,967862.3333333334
NM,2023.0,3.0,898978.3333333334
NM,2023.0,4.0,896826.3333333334
NM,2024.0,1.0,887423.0
NM,2024.0,2.0,881800.6666666666
NM,2024.0,3.0,887980.0
NM,2024.0,4.0,858963.3333333334
NV,2014.0,1.0,375691.6666666667
NV,2014.0,2.0,466724.6666666667
NV,2014.0,3.0,545434.0
NV,2014.0,4.0,541971.6666666666
NV,2015.0,1.0,525307.3333333334
NV,2015.0,2.0,525968.3333333334
NV,2015.0,3.0,560198.3333333334
NV,2015.0,4.0,574905.3333333334
NV,2016.0,1.0,589141.6666666666
NV,2016.0,2.0,590801.0
NV,2016.0,3.0,594836.3333333334
NV,2016.0,4.0,601304.6666666666
NV,2017.0,1.0,604565.0
NV,2017.0,2.0,607591.3333333334
NV,2017.0,3.0,591358.0
NV,2017.0,4.0,593741.3333333334
NV,2018.0,1.0,598776.3333333334
NV,2018.0,2.0,600836.3333333334
NV,2018.0,3.0,601428.0
NV,2018.0,4.0,595185.6666666666
NV,2019.0,1.0,588450.0
NV,2019.0,2.0,588139.3333333334
NV,2019.0,3.0,588055.0
NV,2019.0,4.0,583803.0
NV,2020.0,1.0,582305.6666666666
NV,2020.0,2.0,626920.0
NV,2020.0,3.0,670785.6666666666
NV,2020.0,4.0,703152.3333333334
NV,2021.0,1.0,729548.0
NV,2021.0,2.0,748063.6666666666
NV,2021.0,3.0,763191.6666666666
NV,2021.0,4.0,774734.0
NV,2022.0,1.0,792622.0
NV,2022.0,2.0,805413.3333333334
NV,2022.0,3.0,825640.0
NV,2022.0,4.0,825785.3333333334
NV,2023.0,1.0,836762.3333333334
NV,2023.0,2.0,849161.0
NV,2023.0,3.0,838824.0
NV,2023.0,4.0,818508.6666666666
NV,2024.0,1.0,805259.6666666666
NV,2024.0,2.0,747207.3333333334
NV,2024.0,3.0,713247.3333333334
NV,2024.0,4.0,715784.6666666666
NY,2014.0,1.0,2118520.0
NY,2014.0,2.0,5763402.666666667
NY,2014.0,3.0,5849728.0
NY,2014.0,4.0,5963999.333333333
NY,2015.0,1.0,6104954.666666667
NY,2015.0,2.0,6655606.333333333
NY,2015.0,3.0,6596058.333333333
NY,2015.0,4.0,6309165.333333333
NY,2016.0,1.0,6151755.666666667
NY,2016.0,2.0,6127780.333333333
NY,2016.0,3.0,6119869.0
NY,2016.0,4.0,6093051.333333333
NY,2017.0,1.0,6094997.333333333
NY,2017.0,2.0,6121836.0
NY,2017.0,3.0,6106654.0
NY,2017.0,4.0,6141576.0
NY,2018.0,1.0,6168095.666666667
NY,2018.0,2.0,6160723.666666667
NY,2018.0,3.0,6155684.333333333
NY,2018.0,4.0,6150913.666666667
NY,2019.0,1.0,6139991.0
NY,2019.0,2.0,6095223.0
NY,2019.0,3.0,6107596.333333333
NY,2019.0,4.0,6086837.0
NY,2020.0,1.0,6065989.333333333
NY,2020.0,2.0,6270436.666666667
NY,2020.0,3.0,6513092.333333333
NY,2020.0,4.0,6707414.0
NY,2021.0,1.0,6891325.333333333
NY,2021.0,2.0,7019416.333333333
NY,2021.0,3.0,7177344.333333333
NY,2021.0,4.0,7299709.666666667
NY,2022.0,1.0,7394283.666666667
NY,2022.0,2.0,7469425.666666667
NY,2022.0,3.0,7581013.666666667
NY,2022.0,4.0,7702166.333333333
NY,2023.0,1.0,7834377.333333333
NY,2023.0,2.0,7955525.0
NY,2023.0,3.0,7817652.333333333
NY,2023.0,4.0,7613179.333333333
NY,2024.0,1.0,7365472.0
NY,2024.0,2.0,7099787.666666667
NY,2024.0,3.0,6984580.333333333
NY,2024.0,4.0,6954550.333333333
OH,2014.0,1.0,2525791.0
OH,2014.0,2.0,2704811.6666666665
OH,2014.0,3.0,2822278.6666666665
OH,2014.0,4.0,2898000.0
OH,2015.0,1.0,3025517.3333333335
OH,2015.0,2.0,3075711.6666666665
OH,2015.0,3.0,3056696.0
OH,2015.0,4.0,3144226.6666666665
OH,2016.0,1.0,3160755.0
OH,2016.0,2.0,3105967.0
OH,2016.0,3.0,3052833.0
OH,2016.0,4.0,3062046.6666666665
OH,2017.0,1.0,3080616.6666666665
OH,2017.0,2.0,3079689.0
OH,2017.0,3.0,3048904.0
OH,2017.0,4.0,3040206.6666666665
OH,2018.0,1.0,3012423.6666666665
OH,2018.0,2.0,2962712.0
OH,2018.0,3.0,2927230.0
OH,2018.0,4.0,2880530.0
OH,2019.0,1.0,2845402.3333333335
OH,2019.0,2.0,2800104.3333333335
OH,2019.0,3.0,2825976.6666666665
OH,2019.0,4.0,2787555.3333333335
OH,2020.0,1.0,2757556.0
OH,2020.0,2.0,2887718.0
OH,2020.0,3.0,2942478.0
OH,2020.0,4.0,3125999.3333333335
OH,2021.0,1.0,3194655.3333333335
OH,2021.0,2.0,3246665.0
OH,2021.0,3.0,3305806.0
OH,2021.0,4.0,3364563.0
OH,2022.0,1.0,3418973.6666666665
OH,2022.0,2.0,3459929.3333333335
OH,2022.0,3.0,3484553.3333333335
OH,2022.0,4.0,3537770.0
OH,2023.0,1.0,3627297.6666666665
OH,2023.0,2.0,3618788.6666666665
OH,2023.0,3.0,3474786.3333333335
OH,2023.0,4.0,3341900.0
OH,2024.0,1.0,3249536.6666666665
OH,2024.0,2.0,3149224.3333333335
OH,2024.0,3.0,3108944.3333333335
OH,2024.0,4.0,3094191.0
OK,2014.0,1.0,762574.3333333334
OK,2014.0,2.0,737985.3333333334
OK,2014.0,3.0,754773.0
OK,2014.0,4.0,753331.6666666666
OK,2015.0,1.0,748960.3333333334
OK,2015.0,2.0,758565.3333333334
OK,2015.0,3.0,697406.6666666666
OK,2015.0,4.0,684158.3333333334
OK,2016.0,1.0,666786.0
OK,2016.0,2.0,660313.0
OK,2016.0,3.0,670541.6666666666
OK,2016.0,4.0,678001.6666666666
OK,2017.0,1.0,679641.3333333334
OK,2017.0,2.0,675692.6666666666
OK,2017.0,3.0,669365.6666666666
OK,2017.0,4.0,661396.3333333334
OK,2018.0,1.0,651388.6666666666
OK,2018.0,2.0,650472.6666666666
OK,2018.0,3.0,651897.6666666666
OK,2018.0,4.0,647649.6666666666
OK,2019.0,1.0,641332.6666666666
OK,2019.0,2.0,640718.6666666666
OK,2019.0,3.0,645974.3333333334
OK,2019.0,4.0,639366.3333333334
OK,2020.0,1.0,643023.6666666666
OK,2020.0,2.0,696884.6666666666
OK,2020.0,3.0,749078.3333333334
OK,2020.0,4.0,790520.3333333334
OK,2021.0,1.0,815059.0
OK,2021.0,2.0,833734.3333333334
OK,2021.0,3.0,925393.3333333334
OK,2021.0,4.0,1058042.3333333333
OK,2022.0,1.0,1103326.3333333333
OK,2022.0,2.0,1139145.6666666667
OK,2022.0,3.0,1185053.6666666667
OK,2022.0,4.0,1219591.3333333333
OK,2023.0,1.0,1251324.6666666667
OK,2023.0,2.0,1243144.6666666667
OK,2023.0,3.0,1158626.0
OK,2023.0,4.0,1020254.6666666666
OK,2024.0,1.0,1011640.3333333334
OK,2024.0,2.0,983070.0
OK,2024.0,3.0,982299.3333333334
OK,2024.0,4.0,972180.6666666666
OR,2014.0,1.0,960737.6666666666
OR,2014.0,2.0,965964.0
OR,2014.0,3.0,994433.3333333334
OR,2014.0,4.0,1013541.0
OR,2015.0,1.0,1065066.0
OR,2015.0,2.0,1097998.0
OR,2015.0,3.0,1089608.0
OR,2015.0,4.0,1071514.6666666667
OR,2016.0,1.0,1098303.6666666667
OR,2016.0,2.0,1080119.3333333333
OR,2016.0,3.0,1033315.6666666666
OR,2016.0,4.0,1001882.3333333334
OR,2017.0,1.0,994107.3333333334
OR,2017.0,2.0,1012950.0
OR,2017.0,3.0,978692.0
OR,2017.0,4.0,965543.3333333334
OR,2018.0,1.0,960257.0
OR,2018.0,2.0,957699.0
OR,2018.0,3.0,954984.6666666666
OR,2018.0,4.0,955111.0
OR,2019.0,1.0,963173.0
OR,2019.0,2.0,962991.0
OR,2019.0,3.0,962710.3333333334
OR,2019.0,4.0,968203.0
OR,2020.0,1.0,979283.6666666666
OR,2020.0,2.0,1021751.0
OR,2020.0,3.0,1061010.6666666667
OR,2020.0,4.0,1104632.0
OR,2021.0,1.0,1143604.6666666667
OR,2021.0,2.0,1162912.0
OR,2021.0,3.0,1185055.3333333333
OR,2021.0,4.0,1206366.0
OR,2022.0,1.0,1230270.3333333333
OR,2022.0,2.0,1248745.3333333333
OR,2022.0,3.0,1275239.6666666667
OR,2022.0,4.0,1293361.6666666667
OR,2023.0,1.0,1318042.0
OR,2023.0,2.0,1341424.3333333333
OR,2023.0,3.0,1347756.0
OR,2023.0,4.0,1331191.6666666667
OR,2024.0,1.0,1298126.0
OR,2024.0,2.0,1280102.3333333333
OR,2024.0,3.0,1276308.0
OR,2024.0,4.0,1300680.3333333333
PA,2014.0,1.0,2075442.0
PA,2014.0,2.0,2102136.6666666665
PA,2014.0,3.0,2085016.3333333333
PA,2014.0,4.0,2086113.0
PA,2015.0,1.0,2376836.0
PA,2015.0,2.0,2512299.0
PA,2015.0,3.0,2585787.0
PA,2015.0,4.0,2642836.6666666665
PA,2016.0,1.0,2715743.3333333335
PA,2016.0,2.0,2758595.0
PA,2016.0,3.0,2789370.3333333335
PA,2016.0,4.0,2811331.3333333335
PA,2017.0,1.0,2850454.6666666665
PA,2017.0,2.0,2849530.3333333335
PA,2017.0,3.0,2759163.0
PA,2017.0,4.0,2723214.0
PA,2018.0,1.0,2744836.3333333335
PA,2018.0,2.0,2732714.6666666665
PA,2018.0,3.0,2876101.3333333335
PA,2018.0,4.0,2858014.0
PA,2019.0,1.0,2861822.3333333335
PA,2019.0,2.0,2858732.6666666665
PA,2019.0,3.0,2844503.6666666665
PA,2019.0,4.0,2827303.3333333335
PA,2020.0,1.0,2833186.0
PA,2020.0,2.0,2929918.0
PA,2020.0,3.0,3035281.3333333335
PA,2020.0,4.0,3127815.6666666665
PA,2021.0,1.0,3214154.6666666665
PA,2021.0,2.0,3274376.0
PA,2021.0,3.0,3335824.0
PA,2021.0,4.0,3402413.3333333335
PA,2022.0,1.0,3460141.3333333335
PA,2022.0,2.0,3510264.0
PA,2022.0,3.0,3563464.0
PA,2022.0,4.0,3615802.0
PA,2023.0,1.0,3674688.6666666665
PA,2023.0,2.0,3681047.3333333335
PA,2023.0,3.0,3528116.6666666665
PA,2023.0,4.0,3342062.0
PA,2024.0,1.0,3201595.3333333335
PA,2024.0,2.0,3031064.3333333335
PA,2024.0,3.0,2993647.0
PA,2024.0,4.0,2991915.0
PR,2014.0,1.0,1315722.0
PR,2014.0,2.0,1227357.6666666667
PR,2014.0,3.0,1791646.6666666667
PR,2014.0,4.0,1343084.0
PR,2015.0,1.0,1128136.3333333333
PR,2015.0,2.0,1123700.0
PR,2015.0,3.0,1111919.6666666667
PR,2015.0,4.0,1322290.3333333333
PR,2016.0,1.0,1288133.6666666667
PR,2016.0,2.0,1273686.3333333333
PR,2016.0,3.0,1278524.3333333333
PR,2016.0,4.0,1281075.0
PR,2017.0,1.0,1249693.0
PR,2017.0,2.0,1261764.3333333333
PR,2017.0,3.0,1234244.0
PR,2017.0,4.0,1242147.3333333333
PR,2018.0,1.0,1262539.6666666667
PR,2018.0,2.0,1275169.6666666667
PR,2018.0,3.0,1255491.6666666667
PR,2018.0,4.0,1231235.3333333333
PR,2019.0,1.0,1207282.0
PR,2019.0,2.0,1231304.3333333333
PR,2019.0,3.0,1161542.6666666667
PR,2019.0,4.0,1167571.0
PR,2020.0,1.0,1151624.6666666667
PR,2020.0,2.0,1162666.6666666667
PR,2020.0,3.0,1190864.6666666667
PR,2020.0,4.0,1260051.6666666667
PR,2021.0,1.0,1388531.3333333333
PR,2021.0,2.0,1414378.0
PR,2021.0,3.0,1436039.6666666667
PR,2021.0,4.0,1438562.3333333333
PR,2022.0,1.0,1447054.3333333333
PR,2022.0,2.0,1458452.0
PR,2022.0,3.0,1473779.6666666667
PR,2022.0,4.0,1494320.0
PR,2023.0,1.0,1508394.0
PR,2023.0,2.0,1525733.0
PR,2023.0,3.0,1525904.3333333333
PR,2023.0,4.0,1529332.6666666667
PR,2024.0,1.0,1421092.6666666667
PR,2024.0,2.0,1402269.0
PR,2024.0,3.0,1366627.3333333333
PR,2024.0,4.0,1354819.3333333333
RI,2014.0,1.0,236095.0
RI,2014.0,2.0,257892.33333333334
RI,2014.0,3.0,263271.3333333333
RI,2014.0,4.0,266400.6666666667
RI,2015.0,1.0,273303.0
RI,2015.0,2.0,275432.6666666667
RI,2015.0,3.0,277181.0
RI,2015.0,4.0,277133.0
RI,2016.0,1.0,280390.0
RI,2016.0,2.0,281826.3333333333
RI,2016.0,3.0,285220.0
RI,2016.0,4.0,290357.3333333333
RI,2017.0,1.0,302152.6666666667
RI,2017.0,2.0,310248.6666666667
RI,2017.0,3.0,310419.3333333333
RI,2017.0,4.0,309330.0
RI,2018.0,1.0,309026.3333333333
RI,2018.0,2.0,309148.6666666667
RI,2018.0,3.0,309060.0
RI,2018.0,4.0,308324.0
RI,2019.0,1.0,304989.6666666667
RI,2019.0,2.0,301080.6666666667
RI,2019.0,3.0,297897.6666666667
RI,2019.0,4.0,291180.6666666667
RI,2020.0,1.0,288143.6666666667
RI,2020.0,2.0,299125.0
RI,2020.0,3.0,307870.0
RI,2020.0,4.0,316760.0
RI,2021.0,1.0,331100.0
RI,2021.0,2.0,329581.0
RI,2021.0,3.0,334515.3333333333
RI,2021.0,4.0,338846.3333333333
RI,2022.0,1.0,342095.3333333333
RI,2022.0,2.0,345802.0
RI,2022.0,3.0,345624.6666666667
RI,2022.0,4.0,349166.6666666667
RI,2023.0,1.0,358693.0
RI,2023.0,2.0,362387.0
RI,2023.0,3.0,360578.3333333333
RI,2023.0,4.0,346808.3333333333
RI,2024.0,1.0,332370.0
RI,2024.0,2.0,313946.3333333333
RI,2024.0,3.0,308972.0
RI,2024.0,4.0,129774.33333333333
SC,2014.0,1.0,1039117.3333333334
SC,2014.0,2.0,1085082.0
SC,2014.0,3.0,1152322.0
SC,2014.0,4.0,1188550.3333333333
SC,2015.0,1.0,1198877.0
SC,2015.0,2.0,1212541.6666666667
SC,2015.0,3.0,1216055.0
SC,2015.0,4.0,1169052.0
SC,2016.0,1.0,1195425.3333333333
SC,2016.0,2.0,1227287.3333333333
SC,2016.0,3.0,1232724.3333333333
SC,2016.0,4.0,1260202.6666666667
SC,2017.0,1.0,1257655.0
SC,2017.0,2.0,1248809.6666666667
SC,2017.0,3.0,1227813.3333333333
SC,2017.0,4.0,1256267.3333333333
SC,2018.0,1.0,1258796.3333333333
SC,2018.0,2.0,1249390.3333333333
SC,2018.0,3.0,1261593.0
SC,2018.0,4.0,1264790.6666666667
SC,2019.0,1.0,1268650.3333333333
SC,2019.0,2.0,1259245.6666666667
SC,2019.0,3.0,1292867.0
SC,2019.0,4.0,1283887.6666666667
SC,2020.0,1.0,1263507.6666666667
SC,2020.0,2.0,1288982.3333333333
SC,2020.0,3.0,1323757.0
SC,2020.0,4.0,1364945.3333333333
SC,2021.0,1.0,1396635.6666666667
SC,2021.0,2.0,1425105.6666666667
SC,2021.0,3.0,1450854.6666666667
SC,2021.0,4.0,1474073.0
SC,2022.0,1.0,1501832.0
SC,2022.0,2.0,1526518.0
SC,2022.0,3.0,1555037.0
SC,2022.0,4.0,1582717.3333333333
SC,2023.0,1.0,1597676.6666666667
SC,2023.0,2.0,1595017.0
SC,2023.0,3.0,1558570.6666666667
SC,2023.0,4.0,1520844.6666666667
SC,2024.0,1.0,1479578.6666666667
SC,2024.0,2.0,1405861.3333333333
SC,2024.0,3.0,1304406.0
SC,2024.0,4.0,1282540.6666666667
SD,2014.0,1.0,106393.33333333333
SD,2014.0,2.0,108575.66666666667
SD,2014.0,3.0,107657.33333333333
SD,2014.0,4.0,107943.66666666667
SD,2015.0,1.0,109413.66666666667
SD,2015.0,2.0,109644.33333333333
SD,2015.0,3.0,109359.33333333333
SD,2015.0,4.0,108511.33333333333
SD,2016.0,1.0,108645.66666666667
SD,2016.0,2.0,108252.66666666667
SD,2016.0,3.0,108328.66666666667
SD,2016.0,4.0,107678.66666666667
SD,2017.0,1.0,108108.66666666667
SD,2017.0,2.0,106749.66666666667
SD,2017.0,3.0,106148.0
SD,2017.0,4.0,86679.0
SD,2018.0,1.0,105670.66666666667
SD,2018.0,2.0,105750.66666666667
SD,2018.0,3.0,105072.66666666667
SD,2018.0,4.0,104184.33333333333
SD,2019.0,1.0,104397.0
SD,2019.0,2.0,104330.66666666667
SD,2019.0,3.0,103702.33333333333
SD,2019.0,4.0,102781.66666666667
SD,2020.0,1.0,102919.33333333333
SD,2020.0,2.0,105966.66666666667
SD,2020.0,3.0,110659.66666666667
SD,2020.0,4.0,114365.0
SD,2021.0,1.0,117248.0
SD,2021.0,2.0,119988.0
SD,2021.0,3.0,122718.0
SD,2021.0,4.0,125296.0
SD,2022.0,1.0,127676.33333333333
SD,2022.0,2.0,130301.0
SD,2022.0,3.0,133077.66666666666
SD,2022.0,4.0,134996.0
SD,2023.0,1.0,136963.33333333334
SD,2023.0,2.0,118342.33333333333
SD,2023.0,3.0,109158.66666666667
SD,2023.0,4.0,112026.66666666667
SD,2024.0,1.0,117712.33333333333
SD,2024.0,2.0,123135.0
SD,2024.0,3.0,130451.0
SD,2024.0,4.0,135117.33333333334
TN,2014.0,1.0,1351918.6666666667
TN,2014.0,2.0,1417619.6666666667
TN,2014.0,3.0,1451512.0
TN,2014.0,4.0,1495442.0
TN,2015.0,1.0,1540439.3333333333
TN,2015.0,2.0,1574706.3333333333
TN,2015.0,3.0,1614454.6666666667
TN,2015.0,4.0,1646447.0
TN,2016.0,1.0,1683381.0
TN,2016.0,2.0,1709045.6666666667
TN,2016.0,3.0,1722048.6666666667
TN,2016.0,4.0,1716006.6666666667
TN,2017.0,1.0,1674428.6666666667
TN,2017.0,2.0,1597986.6666666667
TN,2017.0,3.0,1576490.0
TN,2017.0,4.0,1614361.3333333333
TN,2018.0,1.0,1620346.3333333333
TN,2018.0,2.0,1587050.0
TN,2018.0,3.0,1518018.0
TN,2018.0,4.0,1509166.3333333333
TN,2019.0,1.0,1542456.0
TN,2019.0,2.0,1582111.6666666667
TN,2019.0,3.0,1590447.0
TN,2019.0,4.0,1581407.0
TN,2020.0,1.0,1587778.6666666667
TN,2020.0,2.0,1588299.0
TN,2020.0,3.0,1633314.0
TN,2020.0,4.0,1653200.0
TN,2021.0,1.0,1682486.0
TN,2021.0,2.0,1708400.3333333333
TN,2021.0,3.0,1733338.0
TN,2021.0,4.0,1758191.6666666667
TN,2022.0,1.0,1782641.6666666667
TN,2022.0,2.0,1804462.0
TN,2022.0,3.0,1829184.6666666667
TN,2022.0,4.0,1854395.6666666667
TN,2023.0,1.0,1880041.3333333333
TN,2023.0,2.0,1902793.6666666667
TN,2023.0,3.0,1870392.6666666667
TN,2023.0,4.0,1783662.3333333333
TN,2024.0,1.0,1676300.6666666667
TN,2024.0,2.0,1571835.3333333333
TN,2024.0,3.0,1534551.3333333333
TN,2024.0,4.0,1519717.3333333333
TX,2014.0,1.0,3928145.0
TX,2014.0,2.0,4051277.6666666665
TX,2014.0,3.0,4204354.333333333
TX,2014.0,4.0,4320708.0
TX,2015.0,1.0,4329341.666666667
TX,2015.0,2.0,4287287.666666667
TX,2015.0,3.0,4295774.666666667
TX,2015.0,4.0,4317089.0
TX,2016.0,1.0,4326233.666666667
TX,2016.0,2.0,4303974.666666667
TX,2016.0,3.0,4334443.0
TX,2016.0,4.0,4354205.666666667
TX,2017.0,1.0,4344626.333333333
TX,2017.0,2.0,4312748.0
TX,2017.0,3.0,4318695.666666667
TX,2017.0,4.0,4336146.666666667
TX,2018.0,1.0,4305496.333333333
TX,2018.0,2.0,4262989.0
TX,2018.0,3.0,4257470.0
TX,2018.0,4.0,4235451.0
TX,2019.0,1.0,4206232.0
TX,2019.0,2.0,4133346.3333333335
TX,2019.0,3.0,4163431.0
TX,2019.0,4.0,4150263.3333333335
TX,2020.0,1.0,4153566.6666666665
TX,2020.0,2.0,4368488.0
TX,2020.0,3.0,4586060.0
TX,2020.0,4.0,4785668.333333333
TX,2021.0,1.0,4974046.0
TX,2021.0,2.0,5136213.333333333
TX,2021.0,3.0,5289274.666666667
TX,2021.0,4.0,5438542.0
TX,2022.0,1.0,5584044.333333333
TX,2022.0,2.0,5770612.0
TX,2022.0,3.0,5908736.333333333
TX,2022.0,4.0,6040723.0
TX,2023.0,1.0,6159680.333333333
TX,2023.0,2.0,6134666.0
TX,2023.0,3.0,5695427.666666667
TX,2023.0,4.0,4876029.666666667
TX,2024.0,1.0,4434492.333333333
TX,2024.0,2.0,4450593.0
TX,2024.0,3.0,4418336.0
TX,2024.0,4.0,4382726.0
Totals,2014.0,1.0,64971135.333333336
Totals,2014.0,2.0,71411369.0
Totals,2014.0,3.0,65013480.666666664
Totals,2014.0,4.0,74179311.0
Totals,2015.0,1.0,75621224.66666667
Totals,2015.0,2.0,76015949.0
Totals,2015.0,3.0,75842467.0
Totals,2015.0,4.0,76079483.0
Totals,2016.0,1.0,76431678.0
Totals,2016.0,2.0,76101115.0
Totals,2016.0,3.0,75597833.33333333
Totals,2017.0,4.0,76709680.0
Totals,2018.0,1.0,76850016.33333333
Totals,2018.0,2.0,76311923.0
Totals,2018.0,3.0,75968262.66666667
Totals,2018.0,4.0,75365189.0
Totals,2019.0,1.0,75135637.33333333
Totals,2019.0,2.0,74699814.33333333
Totals,2019.0,3.0,75050338.66666667
Totals,2019.0,4.0,74629529.66666667
Totals,2020.0,1.0,74484132.33333333
Totals,2020.0,2.0,77113335.66666667
Totals,2020.0,3.0,80150337.66666667
Totals,2020.0,4.0,83539270.33333333
Totals,2021.0,1.0,85403903.0
Totals,2021.0,2.0,87186462.0
Totals,2021.0,3.0,88933198.0
Totals,2021.0,4.0,90786139.66666667
Totals,2022.0,1.0,92438144.66666667
Totals,2022.0,2.0,97548377.0
Totals,2022.0,3.0,95726216.0
Totals,2022.0,4.0,97384179.66666667
Totals,2023.0,1.0,99228847.66666667
Totals,2023.0,2.0,99455050.33333333
Totals,2023.0,3.0,96605624.66666667
Totals,2023.0,4.0,92127726.0
Totals,2024.0,1.0,89214820.0
Totals,2024.0,2.0,86317515.33333333
Totals,2024.0,3.0,85233156.33333333
Totals,2024.0,4.0,84613386.0
UT,2014.0,1.0,306236.0
UT,2014.0,2.0,314441.6666666667
UT,2014.0,3.0,312911.3333333333
UT,2014.0,4.0,323729.6666666667
UT,2015.0,1.0,326500.6666666667
UT,2015.0,2.0,326750.3333333333
UT,2015.0,3.0,326240.0
UT,2015.0,4.0,328802.6666666667
UT,2016.0,1.0,336685.0
UT,2016.0,2.0,335114.3333333333
UT,2016.0,3.0,332417.3333333333
UT,2016.0,4.0,309923.3333333333
UT,2017.0,1.0,308070.3333333333
UT,2017.0,2.0,303690.3333333333
UT,2017.0,3.0,299551.3333333333
UT,2017.0,4.0,299743.3333333333
UT,2018.0,1.0,299674.0
